number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
3,206.854566666667,207.1740925,206.845894190542,207.173421049458,1.09857039824362,0.232737226482103,4.59710000000001,191.7304175,1.89258645656033,0.526231296763838,669.0,711.735,666.480633820944,711.425631318246,1.094923475397,0.21593991200425,126.3,664.7175,56.8614104643914,19.7628002823487,151.0,153.775,150.889997804369,153.764542600119,1.09788987376164,0.228049813409074,13,142.725,5.71547606649408,1.7533895745099,10990.0,11313.75,10953.5968667826,11310.5528129147,1.09535119607269,0.224883645948412,2070.0,10528.5,880.567998510053,258.173270305041,50.0,37.605,41.2582105970201,36.9303380529899,0.914915356750049,0.303186964547214,72.0,34.2525,30.8833288361213,9.1646317438291,6.62333333333333,4.909,6.0218701856391,4.85410710573011,1.0004208560981,0.316593486195853,6.7,4.4265,3.03299998168297,0.963443822960114,29.6666666666667,34.6,23.4407743573464,33.9633747873419,0.924701327888696,0.181175657283865,38.0,33.05,15.9652400197707,4.59238500128201,4.0,4.0,3.91486764116886,3.99355135161308,1.0775563270668,0.231593405253772,2,3.725,0.816496580927726,0.223606797749979,7.214
3,27.661,18.4506,23.255868733804,15.502004712742,0.942553072464601,1.08581735235439,37.056,2.34633333333333,15.3130409781989,12.6941090211168,731.766666666667,768.633333333333,729.422042813211,766.902924715024,1.09542529655521,0.817911086054094,142.4,445.76,58.2660755118753,49.985286724084,136.0,110.466666666667,130.456775808327,105.849332724908,1.05988094376532,1.01845937562305,89,34.5333333333333,36.8872154908264,34.3256302038126,2901.66666666667,2588.53333333333,2680.96295127974,2487.81663190804,1.01962041452852,0.897797229166287,2769.0,1292.4,1172.78652031059,804.009027036112,12.9333333333333,20.3133333333333,7.27434542592543,13.487242815651,0.697792035205452,0.302222286246513,26.7,18.5,11.2321957881005,11.3586892827572,25.8,37.5666666666667,20.1114610016375,30.9121634394559,0.87113858303953,0.428415700364658,41.3,31.5933333333333,17.5922331347293,17.8094232235509,69.6666666666667,52.9333333333333,45.6354295291367,37.5021526063203,0.705882865393461,0.831371115283793,138.0,29.0666666666667,63.9079198708753,53.5592714248015,3.0,2.93333333333333,2.88449914061482,2.87449462648804,1.06085694715802,0.842780302130268,2,1.6,0.816496580927726,0.573488351136175,37.5
6,97.0657083333333,47.0209600871731,76.8897070042946,32.8545704310345,1.61970874858293,1.71863188083424,170.2076,8.01296699875467,54.238085296945,40.2024893233999,753.616666666667,1021.87428393524,716.681476681647,959.007850935231,1.73701781926014,0.959619024116401,773.0,728.948381070984,264.476561133286,336.726494387315,166.166666666667,107.330635118306,149.664844518031,85.6118253859409,1.71571971992537,1.620025464427,171,24.346201743462,57.9293151656012,70.9421801329263,7295.40483333333,2843.32794146949,1663.27967894874,52.4372270563668,1.36635698378462,1.32891303732892,21018.571,1533.44042714819,6763.17007707555,4119.55025905329,61.255,106.744396014944,37.6737748731869,77.0329531267419,1.42518570665114,0.751495355781624,135.97,80.140099626401,51.7804833729209,52.2103961854407,11.8703333333333,5.04086674968867,6.03136978910383,1.1925976218121,1.42248534678364,1.46094639879724,32.778,2.11791282689913,10.3234393762716,6.38460648443377,85.1710966666667,75.4695401494396,12.2262792063606,0.832233515718746,0.793875537996706,0.405259594482654,399.97342,68.4781559900374,141.665278304225,148.049637317808,3.33333333333333,2.24595267745953,2.95956724535459,2.17207151645178,1.66466885169245,1.46222063344734,5,1.01930261519303,1.7950549357115,0.764176394489566,33.5
5,103.010254,115.543398,76.2999078763091,86.1871779521287,1.38675643710796,1.13660426010632,192.981,66.9935666666667,66.1563516991654,72.5023494271392,770.22,759.79,727.84599924245,724.677294440787,1.54855091355837,1.47930375682968,772.0,198.226666666667,283.30936730013,259.186435280347,150.0,151.233333333333,133.562580313073,136.668246970663,1.51930994512839,1.39081149885182,171,50.4,58.7605309710523,56.192338346868,5503.4858,5864.63816666667,1151.45104835832,1510.88251290701,1.29273156166767,1.11504042810031,9778.571,3259.76183333333,3719.63541998494,3902.79565368427,82.226,79.6746666666667,55.188225779515,49.1378459250337,1.38315051284497,1.29046734876163,135.97,29.1586666666667,48.9139356829932,49.7139323016083,7.7044,8.407,4.37216215684804,5.21426273881637,1.37628006610702,1.23427801166921,12.878,3.59633333333333,4.41294430510968,4.15309904368613,91.205316,79.5377633333333,8.27071908603348,9.08127566382972,0.484926962599432,0.563015369806288,399.97342,66.6622366666667,154.832782299613,143.873825468754,2.8,3.06666666666667,2.60517108469735,2.78879173384615,1.53177807879137,1.29608391941325,3,1.46666666666667,1.16619037896906,1.38884444373331,33.0
3,87.5133333333333,84.81375,87.236896971489,84.4686134134446,1.09546040776487,0.859606505807045,17.0,43.87375,6.94063077504888,7.79315956063393,724.733333333333,836.0625,707.103367494551,823.48810763534,1.07391214392809,0.727594170202604,391.4,553.4375,162.264174179707,138.21851755011,170.666666666667,137.4375,162.434514047255,130.740915852939,1.05371843689896,0.947563766882609,116,50.6875,49.2905219647303,44.948538282685,5909.66666666667,6388.75,5069.54049472513,5879.53745782785,0.953163031619191,0.794373275448215,7650.0,3048.125,3216.91263308298,2674.86547558938,92.1433333333333,146.158125,45.4978210927759,116.765270364025,0.683188597958415,0.453286785464583,189.97,122.404375,78.6792417915227,66.7587919508313,16.4666666666667,15.125,11.5858726152676,10.0122977316151,0.76738426089149,0.667562089759383,30.6,10.75,13.8528777595929,14.0875610025299,58.1733333333333,45.95,13.6258016530259,3.87880965189773,0.52080042380982,0.233128235251605,138.48,43.1125,58.8610235120737,63.2703840671131,4.66666666666667,5.75,4.16016764610381,5.60184608351412,1.00424247305408,0.727409342871751,4,3.625,1.88561808316413,0.968245836551854,5.0
5,102.68448,68.7179546415981,76.8899313269119,41.0729677105804,1.40006357168821,1.33459110966662,184.5906,29.4552291421857,63.0506738758723,64.3175877499098,850.28,1010.31504112808,805.286418352743,939.357472568728,1.5556119762345,1.01114683081196,810.6,675.77920094007,282.088464138468,347.243528004284,161.4,122.588719153937,141.74113119768,94.0795013482255,1.50924606765648,1.34989047320299,205,53.8777908343126,66.9764137588749,85.6999661439072,7257.0858,3373.31901175088,1442.82390220886,72.7398966156237,1.29687603918544,1.29335681178511,13532.571,1192.01588836663,4860.50998351475,4494.16116277744,70.55,95.5287896592244,31.0935257341533,54.3842087324361,1.21983014995427,0.687065425818346,141.0,75.3877790834313,55.5414439855501,59.4955788841548,11.9224,4.79655934195065,4.53492854072121,1.18728260120327,1.05312075734536,1.28947096443302,35.778,1.76248883666275,12.8544566217324,7.12467397235838,113.065316,56.0628526204465,11.7164507991425,0.81245896536133,0.761913240583301,0.592261824161355,399.97342,46.9894388014101,152.180854443387,127.703488905109,2.8,2.11750881316099,2.49146187923103,2.06560123107952,1.47507631105469,1.33838263934577,4,0.883666274970623,1.6,0.675445727999996,40.0
2,82.76819,87.837285,82.1449352023604,87.3601085449525,0.685626534818864,0.509574943189336,20.27638,51.522285,10.13819,8.77993008839336,711.8,687.7,710.166177735888,686.488365193129,0.690852720514532,0.589408647430548,96.4,307.7,48.2,41.7424244624099,161.5,179.75,157.321327225523,176.492557323683,0.667385793066912,0.461942675017015,73,117.25,36.5,31.609927238132,6946.5,7758.25,6754.11800311484,7608.07408525273,0.665581639025596,0.458299355156303,3247.0,5096.75,1623.5,1405.99224304404,104.05,95.825,102.741422999684,94.8691132812589,0.680597250228517,0.622556686319778,32.9,35.575,16.45,14.246117892254,29.3,28.05,29.1931498814362,27.9709924175474,0.689502638551405,0.596156720535418,5.0,12.15,2.5,2.1650635094611,57.0,55.5,56.9209978830308,55.4412651883384,0.691761498852418,0.58352747177781,6.0,25.5,3.0,2.59807621135332,4.5,4.75,4.47213595499958,4.72870804501588,0.686961576597323,0.514653165428929,1,2.75,0.5,0.433012701892219,21.8
6,83.8915416666667,61.31661621875,63.5336123728398,38.6523950038911,1.54829711402176,1.48390930813219,191.2006,25.07339125,60.8097182273279,61.7710528769086,754.516666666667,992.18875,720.007341366741,935.112499160145,1.74001338534227,1.09962014732275,764.1,644.393625,259.006360389513,326.162889325928,162.0,110.69125,145.921273433292,90.4636170628955,1.71381853710979,1.64839483635433,171,23.37375,57.9108510269592,66.7797287613352,4825.5715,3646.19825,1176.13476974967,93.6613300020503,1.39369500203704,1.13695871245181,11338.571,1679.2855,4051.30728350672,4425.39291873811,56.75,100.50463125,28.0920399931297,68.9630073924363,1.31712438358136,0.820561362085559,138.63,71.17018125,54.3495979745941,54.4153645776083,7.672,4.8170125,4.70181885280416,1.39262795943899,1.58058662457621,1.36536688485487,12.878,2.34525,4.2455129254308,5.17574239359377,114.50443,88.600165,18.8092579448273,1.53166765066241,1.06942297184206,0.621027681675376,399.97342,74.98671,143.800448404926,152.621633427968,2.5,2.291875,2.40187391035201,2.21836276272162,1.74897075077131,1.4633798507096,2,0.95875,0.763762615825973,0.675783977595651,80.0
5,74.23165,51.2498976923077,60.5152205498845,34.9375600641392,1.45374713602643,1.30828798216736,121.3276,20.9763538461538,39.4458745649529,44.193390826898,816.36,1003.99415384615,771.891022146416,937.982129123603,1.55250636371223,0.90209367645559,810.6,704.963538461538,282.395259167005,342.202593700067,160.0,114.531538461538,139.595298984601,89.6808639072515,1.50121758487734,1.3558317101572,205,38.5953846153846,69.9228145886591,79.2328686017609,4816.6858,2948.26176923077,1074.9034884109,66.3074161782921,1.32221306724433,0.846008938451862,8958.571,2046.24592307692,3084.72934185263,3633.2388741419,62.09,108.896,26.1868243919949,85.6688338654512,1.13042757181707,0.76153877838726,141.0,76.7273076923077,57.6447430387195,49.7120768425541,8.0144,5.23703846153846,4.54968458544814,1.33513799458248,1.38465705322041,1.06417100360689,12.878,2.97588461538462,4.43821466808445,5.63684260353101,111.005316,95.7527738461538,13.1311731511324,1.09325369099667,0.785623847019654,0.223893213078248,399.97342,91.3703030769231,150.600199073704,165.802775994078,2.2,2.07692307692308,2.1689435423954,2.06336223306145,1.59416669911802,1.21426780917704,1,1.07230769230769,0.4,0.266469355010596,77.0
4,96.4516525,92.8893728571429,69.6893418703815,74.7824499331172,1.15834642908412,1.16508188181058,152.93481,36.9506571428571,60.1661492738256,51.0285510924045,787.4,734.585714285714,733.544320233598,698.038134993878,1.31212344038995,1.27799886877709,810.6,235.142857142857,315.709051184789,257.439842784797,167.0,173.0,140.611449046856,154.26842203159,1.25460859180271,1.17136102886915,205,65.4285714285714,79.1612278833521,68.845582906344,5447.85725,6174.48985714286,804.481046872304,1976.96079796419,1.02342186079968,0.921750353488033,9318.571,3839.79585714286,3897.03437168992,3494.42672736215,82.3375,83.5142857142857,60.7214928257155,60.6524135059113,1.1640132003214,1.01232400511734,127.05,46.9714285714286,51.12571973821,50.3437945834561,9.5305,10.3317142857143,4.446372922798,6.58449242604531,1.0857894304149,1.02201522178766,16.578,5.58257142857143,6.21646127229954,5.04138647919926,108.756645,179.003797142857,7.55238461047956,26.5786364903901,0.336261915781173,0.201966126461713,399.97342,171.424774285714,168.301046773239,191.475654911147,2.25,2.14285714285714,2.21336383940064,2.1192680453341,1.36892236074022,1.30952583530407,1,0.571428571428571,0.433012701892219,0.349927106111883,90.1
3,118.160533333333,118.160533333333,110.564167332995,110.564167332995,1.03175300227666,1.03175300227666,103.5684,34.5228,43.9747512166799,43.9747512166799,743.9,743.9,728.474820731585,728.474820731585,1.07762317892642,1.07762317892642,371.0,123.666666666667,153.312252174008,153.312252174008,166.666666666667,166.666666666667,161.6079530772,161.6079530772,1.06962406712852,1.06962406712852,94,31.3333333333333,39.2031744746377,39.2031744746377,10469.0,10469.0,9805.99451693091,9805.99451693091,1.04114044288995,1.04114044288995,7583.0,2527.66666666667,3374.98869133908,3374.98869133908,61.2666666666667,61.2666666666667,23.0577628140056,23.0577628140056,0.726736049014511,0.726736049014511,101.3,33.7666666666667,43.3186898334759,43.3186898334759,26.3,26.3,26.2815529872325,26.2815529872325,1.0979049684411,1.09790496844111,2.2,0.733333333333333,0.993310961716756,0.993310961716756,64.3333333333333,64.3333333333333,51.6764925236362,51.6764925236362,0.898873990088185,0.898873990088185,97.0,32.3333333333333,40.8765077873452,40.8765077873452,5.0,5.0,4.93242414866094,4.93242414866094,1.08518861296765,1.08518861296765,2,0.666666666666667,0.816496580927726,0.816496580927726,4.65
2,143.99519,118.450785,134.627442358235,111.838045039076,0.628815513736437,0.677485813458386,102.17762,20.908785,51.08881,44.2442073091165,765.85,714.725,758.993517758881,709.695778756499,0.684207812936692,0.613923844711533,204.5,280.675,102.25,88.5510975369588,187.5,192.75,187.205769141872,192.527250772691,0.691578359988849,0.538758648054926,21,104.25,10.5,9.09326673973661,15010.0,11790.0,13558.2631631046,10779.3467013454,0.59805143074436,0.689061788342515,12880.0,1065.0,6440.0,5577.20360037178,147.2,117.4,134.594502116543,108.583969283726,0.608777842980681,0.686019899651034,119.2,14.0,59.6,51.6151140655526,23.4,25.1,23.1516738055805,24.9091320199953,0.682553800006286,0.499295820441419,6.8,15.1,3.4,2.94448637286709,62.5,58.25,61.9193023216509,57.824236487559,0.683870459027067,0.614811511172655,17.0,22.75,8.5,7.36121593216773,5.5,5.25,5.47722557505166,5.23317569696053,0.689009238476659,0.598269588585257,1,2.25,0.5,0.433012701892219,8.111
